age,overall,pace,shooting,passing,dribbling,defending,physicality,height_cm,weight_kg,international_reputation,weak_foot,skill_moves,wage_eur,release_clause_eur,value_eur,player_positions
27,83,97,35,30,55,21,52,192,81,1,3,3,105956,13586678,15302194,Goalkeeper
32,74,36,59,60,71,50,67,188,69,5,4,2,67350,2633154,14709714,Goalkeeper
31,94,37,46,81,25,65,58,162,80,4,5,1,134692,13318220,19164767,Defender
27,55,93,37,71,47,89,61,164,84,3,4,4,78197,8879218,12692989,Defender
23,70,36,54,85,69,23,91,173,65,3,5,5,80422,3238952,14312337,Midfielder
35,55,70,71,87,57,63,74,195,89,3,4,4,74270,4210225,12888915,Goalkeeper
18,81,69,34,94,49,72,78,187,88,4,2,5,113910,8827766,18265864,Goalkeeper
31,90,32,82,86,92,74,62,191,70,4,3,2,127670,17412018,19486137,Goalkeeper
28,92,46,72,59,73,67,33,177,70,1,2,2,131889,17419372,17570933,Defender
34,88,95,85,24,90,30,47,199,86,4,3,3,80596,9982004,17098722,Goalkeeper
23,80,81,50,41,65,13,93,172,78,2,2,2,75615,11254022,13820565,Defender
37,91,51,80,56,47,82,57,161,81,5,1,5,86604,5119924,17392958,Defender
20,59,33,83,30,36,55,87,184,87,4,4,4,66914,5763823,13099148,Goalkeeper
35,79,35,53,63,67,21,85,179,63,3,4,4,100421,8395874,16219536,Defender
23,67,67,74,72,63,39,49,166,96,4,1,4,69100,7702749,14697079,Attacker
27,73,55,78,96,79,69,63,170,78,1,1,4,102418,13521059,14790995,Midfielder
16,58,40,22,80,79,80,39,164,76,5,5,3,37682,3353770,12332487,Defender
36,80,46,36,86,24,90,51,188,99,5,2,4,88079,7837605,16879690,Goalkeeper
35,64,60,97,32,88,74,34,177,95,3,4,5,48852,5031665,12606376,Attacker
21,53,64,97,30,97,23,73,167,82,5,5,3,33181,3951755,12299047,Attacker
37,89,45,65,30,89,53,38,186,87,2,4,3,99828,5406294,15511626,Goalkeeper
33,58,47,57,26,26,35,72,161,70,5,1,3,67843,9865942,13622734,Defender
23,94,91,54,36,72,25,33,194,73,3,5,2,120881,4961732,18636158,Goalkeeper
22,58,56,20,67,36,16,71,185,72,5,5,3,60673,1988376,13105372,Goalkeeper
16,75,64,48,33,78,41,94,182,83,4,5,5,92390,6749548,17098322,Defender
36,53,74,23,82,28,25,70,164,75,1,2,4,39486,4508203,8205820,Defender
31,66,64,80,83,41,87,93,175,87,4,5,2,76417,11261496,14272645,Defender
27,65,57,36,94,64,71,84,170,89,2,4,4,76129,10805084,13297174,Defender
21,64,38,47,96,92,39,47,178,98,2,2,1,77762,8757439,12620570,Midfielder
35,84,44,69,84,78,80,45,175,86,1,4,2,109902,9054329,15409351,Defender
17,54,50,27,53,32,21,75,191,76,1,5,5,36048,3658735,8960374,Goalkeeper
29,54,81,53,28,31,76,65,171,85,1,5,2,39448,5768831,8341756,Defender
19,69,64,78,96,55,55,95,161,66,1,4,3,53659,3319352,11115949,Defender
16,64,80,37,56,29,92,73,181,94,5,3,2,82088,7173972,15560663,Defender
33,67,84,78,49,35,52,34,185,74,4,5,3,71762,8119741,14343448,Goalkeeper
28,51,73,46,60,38,64,58,192,75,2,5,4,44351,1385341,9958047,Goalkeeper
17,78,94,35,64,25,54,33,183,80,5,2,2,83055,6291530,16393107,Goalkeeper
24,62,54,29,66,23,69,78,164,76,1,4,2,44408,4358621,8997191,Defender
36,53,76,95,26,49,80,37,180,85,3,5,5,57752,7976139,11885106,Defender
17,91,85,41,33,65,89,81,177,94,3,4,1,124863,18609546,19041178,Defender
24,94,67,35,67,46,41,98,198,79,4,2,2,108510,10499311,19292583,Goalkeeper
16,59,40,31,25,64,17,50,164,79,2,4,4,75403,10808992,13322302,Defender
26,80,96,94,53,56,86,56,167,82,2,4,3,65667,2752226,14148797,Defender
18,90,44,70,65,28,71,67,180,64,4,2,4,115282,13159728,18517043,Defender
35,57,30,20,78,80,84,34,164,68,1,5,5,70547,5507359,10920254,Defender
19,52,36,46,89,54,29,90,172,82,1,4,2,71101,8540425,10809014,Defender
33,58,30,86,27,66,27,37,178,77,2,3,1,62239,8347919,11084795,Attacker
21,79,78,31,43,40,15,47,188,88,2,5,1,96989,3534949,14894390,Goalkeeper
18,60,58,49,86,36,93,33,161,70,2,2,2,85336,12139628,13335340,Defender
37,84,55,28,23,74,38,33,196,67,1,1,1,93651,3575477,13950256,Goalkeeper
26,86,74,72,20,25,13,66,185,86,3,3,4,97416,11729646,16528252,Goalkeeper
30,91,41,80,53,54,80,44,188,61,4,5,3,89559,3429068,17128025,Goalkeeper
37,62,61,73,28,69,52,67,164,82,4,2,2,57302,7644193,12950083,Defender
20,85,49,56,82,56,93,56,191,80,5,3,3,121457,6631282,19806260,Goalkeeper
35,62,80,84,95,32,43,77,197,69,5,5,1,61642,5060095,13582082,Goalkeeper
25,61,65,61,29,44,80,75,161,97,3,1,5,63817,9056558,11788148,Defender
27,86,96,68,29,20,42,75,164,63,2,5,3,78029,9757376,14324275,Defender
30,59,30,23,69,68,24,77,192,80,3,1,5,54499,6773845,11814351,Goalkeeper
32,58,56,83,63,54,49,88,194,96,5,1,4,58232,7080988,13693178,Goalkeeper
25,56,69,98,67,72,14,33,178,71,5,4,5,55614,5468647,13546194,Attacker
21,51,43,70,25,71,87,48,174,73,4,2,3,74417,10728818,13320705,Defender
33,72,98,91,43,73,59,86,194,79,3,4,3,86872,11275663,15061112,Goalkeeper
28,88,35,79,77,95,75,48,167,67,1,1,2,120185,9955472,16326387,Defender
18,89,62,98,83,66,63,71,160,86,5,2,5,86944,10355614,18345179,Attacker
25,88,84,50,75,62,89,34,197,96,4,2,4,109072,16336029,18129040,Goalkeeper
29,70,48,91,31,39,55,77,181,80,2,2,2,70290,9455414,11929225,Defender
21,72,58,77,54,52,89,54,176,94,3,3,2,67479,2034273,14018310,Defender
18,78,90,23,90,35,20,96,175,98,5,5,4,108454,12856824,18511068,Defender
31,63,53,41,25,97,58,55,160,74,1,1,2,85856,11826303,12146869,Defender
22,75,52,22,84,26,32,91,162,71,5,2,4,67749,4697059,15520806,Defender
35,54,39,98,79,89,64,36,165,93,1,3,1,30825,4540492,8429663,Attacker
29,80,83,66,87,40,14,73,162,67,3,3,2,79866,6242001,15542591,Midfielder
24,74,70,57,48,55,73,56,189,96,1,1,3,59417,4785518,12158139,Goalkeeper
30,80,78,52,57,73,44,71,170,89,1,4,1,113341,5588238,15382063,Defender
36,69,46,97,41,38,78,85,186,62,4,3,2,69142,2875709,14563369,Goalkeeper
18,93,85,67,27,44,63,32,181,89,3,1,4,134783,12722367,19607099,Defender
17,66,74,84,82,86,12,42,165,88,5,3,1,58512,5987712,14972731,Attacker
17,94,59,45,32,72,15,88,197,60,2,1,1,119546,8849701,17550432,Goalkeeper
18,51,73,27,46,94,65,67,190,75,3,2,3,70161,7212068,12480843,Goalkeeper
33,74,84,69,37,67,11,97,165,90,3,4,2,62663,4847641,13602532,Attacker
29,62,48,57,37,61,91,98,179,69,2,3,2,77507,10400059,12420031,Defender
35,88,58,29,96,66,47,30,170,89,5,3,4,94655,13673745,18219651,Midfielder
33,77,31,61,81,61,65,79,161,85,4,3,1,87716,8879042,15704621,Defender
25,91,65,56,33,21,14,38,190,71,5,5,3,117295,15374200,19885204,Goalkeeper
17,55,48,45,30,25,55,82,197,99,2,5,4,34170,4525781,9454507,Goalkeeper
37,52,36,31,36,65,20,39,185,64,5,2,4,61462,7108173,12822631,Goalkeeper
16,84,55,68,70,85,74,58,186,68,3,3,3,97267,5159063,16804598,Goalkeeper
19,67,67,33,33,59,19,65,190,70,4,4,2,52218,2537406,13476444,Goalkeeper
29,60,32,65,76,77,50,56,183,82,1,5,3,64798,9093628,11126854,Goalkeeper
16,69,95,54,25,97,53,47,172,76,5,1,2,85189,5265306,16480825,Attacker
29,54,72,48,76,93,42,47,184,72,1,1,5,62796,3740111,10481820,Goalkeeper
31,68,91,31,23,52,65,38,196,76,4,1,1,61677,3079868,13217749,Goalkeeper
37,71,53,63,30,81,21,96,184,82,1,2,3,99925,9322451,13786188,Goalkeeper
29,68,68,85,93,31,11,36,188,98,5,3,4,53351,5934749,14104689,Goalkeeper
35,65,97,21,30,68,10,87,190,68,2,3,2,54169,6020308,11062344,Goalkeeper
18,73,73,78,98,97,74,59,198,77,3,5,1,71755,4400470,14706472,Goalkeeper
18,90,34,36,27,24,42,90,161,77,3,1,1,94375,3904694,16031620,Defender
24,53,84,29,78,70,85,46,171,89,1,2,3,56707,3812135,9793399,Defender
21,64,59,37,40,88,45,82,164,85,3,4,4,47323,4278575,12009194,Defender
28,74,58,41,84,51,30,35,186,77,3,3,3,66293,6860848,13766272,Goalkeeper
36,93,55,77,43,68,93,68,193,80,2,3,4,90691,5665652,15627460,Goalkeeper
17,84,55,72,49,79,45,54,173,92,1,2,5,78558,4083367,14211050,Attacker
23,63,66,20,76,65,35,71,166,73,2,5,3,67353,8822507,12046057,Defender
36,68,82,80,92,87,56,71,196,69,2,2,2,85339,11345914,13664268,Goalkeeper
17,87,59,50,36,60,10,88,195,87,4,5,3,120409,7657380,18951697,Goalkeeper
19,85,32,50,78,86,47,67,169,73,1,3,3,89924,8741830,14819060,Defender
30,56,72,85,50,32,23,60,188,78,2,5,5,39320,3254877,9924085,Goalkeeper
19,79,36,38,83,37,55,58,175,85,5,5,5,101916,4793727,18769291,Defender
28,68,78,72,67,70,51,38,197,69,3,5,3,50663,7238240,12680256,Goalkeeper
27,74,70,95,42,55,16,30,180,76,1,5,4,67118,2092333,12464297,Attacker
28,65,83,93,89,53,64,76,197,93,4,1,5,46749,2454750,12948489,Goalkeeper
29,89,98,41,49,31,65,39,192,73,2,1,5,104767,7487466,16350885,Goalkeeper
35,57,56,42,74,24,85,45,188,85,5,1,4,79344,10534927,14758768,Goalkeeper
33,67,37,34,26,67,72,76,176,93,3,1,1,70078,8734412,12342807,Defender
21,77,61,45,94,59,33,72,172,78,3,2,5,82242,8190159,15635780,Midfielder
26,65,93,22,31,32,92,53,165,83,5,4,5,60477,6858243,14627896,Defender
17,68,39,39,79,45,82,37,161,90,1,5,4,94981,6735044,13457814,Defender
34,91,42,59,71,33,13,55,167,99,3,2,4,101107,14444650,17255420,Midfielder
34,66,92,58,46,30,51,36,191,65,3,1,3,65383,2171661,12745928,Goalkeeper
20,94,64,91,31,57,79,44,195,79,3,5,3,111411,4691677,18189410,Goalkeeper
34,62,90,37,32,76,37,77,168,98,2,4,1,72141,10176675,12238088,Defender
17,56,83,60,91,41,49,32,182,93,2,5,1,56640,8122526,10910752,Midfielder
25,76,37,89,81,35,60,45,166,81,3,3,1,79134,7032521,14581611,Defender
17,59,58,46,48,96,38,43,190,66,4,3,2,77746,7710482,14144394,Goalkeeper
26,83,70,34,54,95,51,32,180,92,3,2,4,96558,13354410,16623126,Defender
33,85,59,56,79,48,78,60,160,65,1,4,5,74450,9858082,14306908,Defender
30,74,50,77,48,21,14,46,161,75,4,2,4,79533,10612424,15213173,Attacker
24,55,40,24,50,73,50,78,199,67,1,5,4,49282,3677140,9917930,Goalkeeper
34,73,31,92,96,21,70,32,170,82,5,4,1,54411,7055242,14275343,Defender
24,67,79,26,95,22,64,84,196,77,5,2,4,50260,1925826,13223418,Goalkeeper
18,72,70,60,80,75,37,69,177,73,2,5,2,94759,8380081,14747516,Midfielder
36,55,95,29,21,91,50,95,183,95,2,1,5,35065,2050910,10175611,Goalkeeper
24,78,32,81,52,30,18,69,178,74,2,5,1,99015,3395792,14438478,Defender
29,74,80,45,91,95,38,59,164,64,5,2,3,103281,10747968,17772387,Midfielder
34,66,97,87,81,51,87,54,188,74,1,4,5,62296,2438364,12211532,Goalkeeper
22,73,54,43,78,23,47,36,198,70,4,4,3,75896,3371232,14537258,Goalkeeper
31,60,59,97,59,28,71,79,161,61,2,1,3,37687,1500297,10233057,Defender
31,75,40,60,68,75,63,30,176,82,5,2,4,84155,12371265,16215528,Defender
16,83,46,84,51,35,61,73,170,83,2,1,5,83446,2896297,15136785,Defender
19,77,55,36,57,90,43,78,196,77,3,3,2,73734,4598846,14794017,Goalkeeper
19,52,52,43,98,29,46,36,172,63,4,5,4,75814,8206093,13684246,Defender
22,60,85,46,32,55,58,32,188,74,1,3,3,51103,6582372,9907650,Goalkeeper
23,87,81,26,73,43,51,30,191,71,2,3,5,113894,11729307,17394545,Goalkeeper
32,63,77,92,95,83,23,80,199,62,3,1,4,40711,5991853,11467377,Goalkeeper
20,75,49,31,32,75,91,67,167,91,3,1,5,73223,5164050,13991899,Defender
22,70,31,22,58,97,42,72,169,95,4,5,1,90085,7805023,15209897,Defender
35,88,60,98,42,97,26,84,184,80,5,1,2,96828,12447837,18080569,Goalkeeper
35,79,56,29,33,41,84,86,170,65,5,1,2,70122,7839898,15649835,Defender
19,57,31,52,36,71,41,82,187,61,2,1,2,45634,2541268,10555436,Goalkeeper
21,69,33,65,43,69,88,62,192,68,2,1,3,77072,6924158,13245115,Goalkeeper
22,81,42,78,77,66,77,91,198,71,5,1,3,100347,14762560,17795795,Goalkeeper
33,71,64,71,82,42,48,40,185,83,1,3,2,55188,7371062,10822943,Goalkeeper
20,56,95,25,53,95,19,81,167,73,1,3,5,63044,3342366,11089306,Midfielder
35,58,35,21,70,38,33,30,197,71,3,5,1,43176,2226772,10001901,Goalkeeper
18,94,60,48,29,71,67,43,185,86,4,4,3,115665,14967900,18920258,Goalkeeper
22,50,39,59,91,53,78,50,191,69,1,5,4,50461,2718199,9393603,Goalkeeper
37,78,50,80,40,48,73,63,187,61,2,2,4,65171,5496178,12965270,Goalkeeper
29,57,52,87,56,80,28,43,166,90,1,5,3,37785,1953145,8812704,Attacker
22,53,32,87,26,54,17,69,194,87,4,5,2,51917,1648860,12204938,Goalkeeper
20,84,61,48,32,24,80,64,161,75,2,1,5,87522,11819709,14834855,Defender
37,52,49,81,49,95,49,71,181,60,4,1,1,72607,8965551,12640185,Attacker
20,94,58,79,50,26,22,49,181,81,5,1,4,109051,9429706,19957337,Attacker
17,89,81,60,24,60,36,89,162,60,4,4,3,95283,4683109,17808670,Defender
36,56,75,84,51,21,91,38,167,90,4,1,5,80359,10187120,13795583,Defender
37,76,63,83,35,29,11,62,163,81,4,2,2,69245,5063476,14250049,Attacker
21,50,90,98,92,63,25,78,174,93,2,3,1,69020,7553127,11357411,Attacker
30,76,40,82,41,89,23,97,198,71,4,2,1,72025,4897940,14613470,Goalkeeper
36,65,92,67,83,54,26,33,171,82,4,4,4,44738,3662899,12521524,Midfielder
25,87,50,39,63,81,69,77,188,87,3,1,4,109743,10344004,17582005,Goalkeeper
22,56,32,56,59,93,79,45,168,71,2,5,3,38093,4626088,9676590,Defender
20,93,39,83,56,92,26,76,199,86,4,3,1,135538,17599369,19536888,Goalkeeper
16,72,56,24,97,39,54,55,179,82,1,4,2,69336,5770530,12656475,Defender
28,90,41,53,35,54,47,66,193,60,4,2,2,119201,6909464,18263513,Goalkeeper
36,60,36,58,62,56,73,51,185,61,1,1,3,43926,2127684,8899467,Goalkeeper
33,91,46,86,82,91,15,36,180,90,5,4,1,127576,9043830,20637706,Attacker
28,82,94,81,34,73,69,71,182,61,5,4,4,94315,11903875,17813996,Defender
36,85,93,43,63,47,58,59,177,84,2,5,2,74813,4704078,14225166,Defender
36,86,55,22,28,89,30,35,183,97,2,5,5,90787,3241313,15624332,Goalkeeper
33,90,44,90,84,51,32,53,188,78,5,5,3,128467,12552912,20492654,Goalkeeper
20,66,62,86,63,30,85,95,197,87,2,2,2,58451,1989300,11945636,Goalkeeper
28,84,91,98,39,61,66,69,197,65,1,5,5,96492,13141343,14920517,Goalkeeper
19,54,76,69,89,42,73,44,172,98,1,4,5,69617,7753054,10795128,Defender
32,81,64,48,93,49,38,82,191,78,3,4,2,87548,5324795,15863457,Goalkeeper
18,52,94,93,52,28,36,34,178,76,2,4,3,36702,3167051,9698472,Attacker
32,84,54,51,25,78,15,65,176,65,2,3,5,90858,10785391,15364703,Attacker
26,63,86,58,50,47,30,75,161,74,3,3,5,76444,10693144,13542029,Defender
36,80,61,28,85,98,80,52,177,81,4,2,1,80586,10873827,15822878,Defender
35,80,92,33,37,52,50,74,198,93,1,5,1,79026,3030155,12878319,Goalkeeper
36,66,41,87,47,66,89,39,186,64,4,4,1,79948,3176890,14270102,Goalkeeper
19,73,92,83,87,41,14,83,173,82,3,5,5,65744,6687929,13777554,Midfielder
17,72,30,39,84,48,24,61,174,64,2,4,5,62173,5569428,12865096,Defender
35,67,80,47,64,53,30,72,167,69,4,3,3,83061,5411627,14168678,Defender
31,63,37,33,77,61,67,44,168,63,2,4,4,61733,9083441,11949914,Defender
33,64,97,63,66,71,13,95,180,71,3,2,1,59382,7099239,13022670,Midfielder
23,64,34,96,85,66,78,44,194,69,5,1,4,64911,7301065,14571974,Goalkeeper
18,55,68,58,71,93,16,49,173,89,2,4,1,59693,3089683,11547331,Midfielder
24,76,52,47,55,70,44,79,186,83,4,2,1,70502,4517183,14652428,Goalkeeper
35,64,97,83,20,64,45,35,167,64,4,3,3,71751,7361813,14090735,Attacker
21,85,81,51,58,94,24,46,194,72,3,3,3,89688,11253294,16257148,Goalkeeper
25,57,33,28,94,53,11,55,177,95,4,1,2,59367,8413921,12371901,Midfielder
36,64,76,47,20,40,66,51,173,68,1,5,1,87428,9942943,11949534,Defender
25,52,50,36,94,32,14,93,167,77,2,5,1,68220,5473730,10339394,Defender
28,62,85,96,93,73,80,87,167,94,1,4,1,51543,5820717,10534586,Defender
32,90,95,74,33,44,41,66,196,90,3,3,3,121893,4668628,17692984,Goalkeeper
24,83,88,29,97,40,81,57,161,83,1,2,1,73357,7483142,13031927,Defender
32,73,36,25,90,20,50,78,176,63,1,1,2,55784,7662210,10253132,Defender
24,89,78,67,42,77,51,96,172,85,2,5,5,117111,12464543,17492603,Defender
24,81,45,94,62,88,84,96,173,69,2,4,2,70313,2173011,13966672,Defender
16,81,46,86,41,90,74,70,168,68,5,4,5,87859,9958140,18190912,Defender
17,79,63,60,79,32,49,75,186,60,1,3,3,111677,13085562,15365664,Goalkeeper
31,62,62,98,46,71,92,84,179,75,2,2,4,73444,6973324,12447574,Defender
16,50,55,79,75,42,47,40,197,72,1,2,3,54797,7010212,9403504,Goalkeeper
25,83,95,96,21,40,51,55,171,97,1,5,4,82317,4467751,13747120,Attacker
33,64,92,61,58,25,46,42,181,73,3,4,5,83540,6606131,14321929,Defender
23,93,70,90,70,39,65,65,196,99,3,3,4,136096,17271987,19797729,Goalkeeper
36,63,87,47,38,95,80,93,198,82,1,2,5,70848,7257865,11559084,Goalkeeper
26,78,39,32,81,59,64,80,190,77,3,4,4,98735,14743488,15349681,Goalkeeper
17,83,44,34,90,28,63,51,172,87,2,2,5,70124,2686571,14529544,Defender
23,67,71,55,95,69,31,89,160,79,1,1,4,45962,2726343,10342328,Midfielder
37,56,86,34,86,47,36,31,197,60,3,2,5,61503,3314706,12095826,Goalkeeper
23,78,46,94,82,30,56,85,199,71,2,2,2,83991,12360709,13938848,Goalkeeper
32,80,89,75,24,94,47,69,168,86,1,4,1,66789,8970532,12271631,Attacker
30,74,38,23,91,75,48,57,198,72,1,2,2,97387,4477350,13804775,Goalkeeper
32,87,65,71,97,98,24,32,169,63,3,2,3,113481,8222432,18094323,Midfielder
28,63,65,29,80,54,75,92,188,84,2,1,4,52694,1913406,11434892,Goalkeeper
34,57,77,64,90,44,70,52,199,65,1,2,5,44021,4662179,9746784,Goalkeeper
20,76,80,48,26,38,69,84,189,81,1,2,2,90108,6284435,13316314,Goalkeeper
27,51,97,72,69,50,17,61,161,97,5,4,2,74022,4508510,14070472,Midfielder
16,66,51,48,65,69,53,57,177,95,1,3,5,56111,5205645,11421805,Defender
20,86,35,42,91,82,52,37,187,62,5,1,4,109988,13799775,18775303,Goalkeeper
23,63,55,76,95,66,15,32,191,74,5,2,3,77720,6098697,14738542,Goalkeeper
28,74,32,69,93,20,93,82,183,70,2,3,3,87552,10584499,13908017,Goalkeeper
23,79,81,40,33,77,36,58,197,93,4,4,3,70798,5914172,15114474,Goalkeeper
26,78,89,62,92,29,54,88,173,86,5,1,5,101542,5660219,17629955,Defender
16,69,92,29,88,27,32,53,184,82,2,4,2,88834,7421609,13375222,Goalkeeper
28,70,94,95,84,45,90,67,184,76,3,3,3,96959,9169077,15240811,Goalkeeper
34,71,81,49,84,53,22,57,191,82,5,1,2,76954,6571065,16049791,Goalkeeper
18,84,43,70,76,38,77,91,186,93,4,2,3,114547,7207172,18544285,Goalkeeper
32,86,97,52,81,97,93,80,191,80,3,3,3,116098,6061739,18411050,Goalkeeper
20,65,57,37,39,91,73,36,190,92,5,4,4,65948,9472392,14674087,Goalkeeper
35,92,39,97,94,20,34,52,183,64,5,1,5,124525,8181087,20494226,Goalkeeper
36,66,86,41,45,67,61,75,194,76,4,3,4,46611,5343687,13115481,Goalkeeper
23,65,95,83,63,44,57,57,189,60,1,3,2,64065,4541140,11860201,Goalkeeper
29,51,79,40,86,43,70,53,192,66,4,4,2,74057,10838772,12909523,Goalkeeper
19,53,43,20,89,66,26,36,192,62,2,4,5,73585,10934249,11829840,Goalkeeper
26,70,45,34,81,88,49,78,186,85,2,2,3,85708,11057322,13823656,Goalkeeper
35,88,83,55,64,86,84,32,192,75,4,2,5,89449,8924937,17390514,Goalkeeper
30,83,72,66,30,51,78,31,192,75,4,3,3,73518,6987744,15147321,Goalkeeper
34,79,71,73,91,36,94,36,163,73,4,4,1,103812,7212376,16694064,Defender
22,55,51,51,93,80,35,50,189,85,4,3,1,69481,3101869,13573219,Goalkeeper
34,66,97,77,53,88,89,38,174,86,4,5,5,86751,3425565,15394291,Attacker
34,88,48,65,65,30,65,41,188,76,5,4,1,114906,9865105,18833864,Goalkeeper
26,74,95,73,51,57,49,53,187,63,3,5,1,90487,13342728,15305556,Goalkeeper
20,54,68,52,94,87,94,62,191,76,2,5,2,64454,3843092,11913715,Goalkeeper
20,54,48,58,24,38,77,72,195,92,2,4,3,73297,5813499,11801000,Goalkeeper
37,69,45,42,82,36,17,34,189,89,3,2,1,72833,7790970,13441462,Goalkeeper
23,65,83,62,48,32,82,43,197,80,4,3,4,70898,5113706,14321704,Goalkeeper
25,90,54,74,67,20,54,65,171,76,3,1,2,112704,3430210,17603786,Defender
21,86,47,21,35,21,26,64,162,70,4,1,3,81889,6350168,16341611,Defender
30,89,52,85,44,85,50,79,174,89,2,4,2,83729,10596488,14430338,Attacker
31,58,40,57,91,87,86,40,169,77,1,2,4,52719,7553325,10360584,Defender
32,54,68,48,48,35,18,53,181,79,2,2,3,52440,3304291,9557565,Defender
23,91,97,86,71,23,79,73,182,93,2,2,5,108184,15210397,16999702,Defender
23,51,54,90,65,76,33,80,170,87,1,1,5,73849,9900036,11463268,Attacker
24,58,92,55,44,92,82,46,175,68,3,5,2,79719,6282404,13461020,Defender
17,92,59,48,42,42,20,37,175,90,5,1,5,86016,2628764,18170862,Defender
30,85,74,56,53,21,44,57,173,75,4,2,3,74028,9726177,15660152,Defender
33,71,90,64,86,86,38,41,165,90,4,1,4,89453,5761909,16577217,Midfielder
18,71,80,35,53,45,17,72,176,88,2,1,4,87521,10564343,13538352,Defender
32,71,38,50,51,26,26,66,190,72,1,3,5,65838,6490425,11337290,Goalkeeper
19,83,31,53,48,63,80,92,169,82,2,4,1,92266,5222231,15431162,Defender
19,78,34,69,28,52,21,92,179,73,2,5,1,65435,7052937,12874381,Defender
29,87,91,84,85,83,88,39,168,98,3,3,1,90751,11051731,16338900,Midfielder
24,82,98,81,76,55,59,66,174,61,4,4,5,82696,7189046,16879750,Attacker
24,67,81,62,58,23,33,40,198,71,5,2,5,64773,7756517,14446944,Goalkeeper
33,56,34,75,26,42,46,48,161,87,1,3,5,80065,6292838,11560673,Defender
25,50,88,34,88,44,87,81,163,91,5,4,3,39187,5785184,11742541,Defender
36,82,97,67,27,93,20,47,183,83,1,3,1,85210,5008389,13834603,Goalkeeper
19,50,38,68,37,46,90,61,177,96,4,1,2,33489,4130619,10252728,Defender
27,73,51,63,68,70,68,52,170,88,3,1,3,86467,10371910,15038395,Defender
23,53,56,29,35,98,64,41,196,77,5,3,3,60516,5660252,13343566,Goalkeeper
17,53,39,39,40,88,36,87,185,62,1,3,5,35834,2581502,9087717,Goalkeeper
37,67,90,89,29,42,76,50,167,72,2,5,5,54691,4566216,11671434,Defender
28,76,80,27,23,28,69,50,181,72,4,2,3,69452,7329859,14540766,Defender
36,92,39,64,63,52,11,58,164,88,3,1,5,104507,9786239,17219089,Midfielder
31,81,35,53,27,54,77,76,161,61,2,3,1,113296,13752414,15623997,Defender
17,82,91,70,74,69,27,41,164,87,3,4,3,99466,7289049,16609745,Midfielder
26,77,34,23,38,43,29,87,194,63,1,2,3,100542,4310175,13737365,Goalkeeper
25,91,92,58,83,43,94,70,191,64,2,4,3,99633,9033866,16957680,Goalkeeper
30,90,85,43,59,38,72,48,178,98,3,2,5,107927,6592333,17610319,Defender
32,85,88,74,70,58,87,41,198,64,4,4,3,73358,7628980,15259530,Goalkeeper
23,55,92,45,28,80,81,52,163,67,5,1,2,56351,5209015,13315827,Defender
33,65,88,44,49,44,11,34,182,93,5,3,2,44748,5524132,13338871,Midfielder
24,83,80,55,75,44,92,55,178,84,2,3,1,111799,11071149,15763651,Defender
23,72,79,90,63,46,51,92,185,86,4,5,3,83951,6858053,15788573,Goalkeeper
29,91,33,93,78,51,37,81,185,66,4,3,3,131586,5840144,19676656,Goalkeeper
33,73,77,77,34,30,38,39,166,95,3,1,5,75621,3358855,13625102,Attacker
37,62,61,31,87,88,78,68,191,91,2,2,4,82794,8845886,12879637,Goalkeeper
35,67,80,20,89,52,37,52,192,80,4,2,4,83575,11340324,14903612,Goalkeeper
35,62,81,69,80,38,69,40,185,77,3,3,3,88213,7037149,13607188,Goalkeeper
36,86,63,44,42,35,14,77,183,61,4,4,1,82388,7719319,15655275,Goalkeeper
27,92,65,24,96,30,24,45,182,64,2,3,2,108885,10991451,16703702,Midfielder
34,88,72,87,66,94,82,75,197,97,4,2,3,108021,9427610,18442114,Goalkeeper
29,91,45,25,36,93,41,76,185,87,4,5,3,117635,4369861,18990795,Goalkeeper
32,66,88,45,76,88,61,77,190,90,4,2,1,67256,6772458,13706253,Goalkeeper
36,64,82,74,73,74,46,98,165,83,5,4,1,59712,2773759,14384968,Attacker
18,67,48,58,71,44,24,54,190,92,1,4,4,70376,6805111,11944869,Goalkeeper
22,72,70,28,41,96,50,66,199,98,2,5,3,84729,10425503,13974986,Goalkeeper
32,79,76,64,58,53,13,92,171,71,5,4,3,78277,2399484,16279597,Attacker
27,83,83,33,32,31,62,58,176,98,1,3,5,112521,9188145,15700731,Defender
24,53,84,74,97,40,93,87,185,68,4,3,2,44695,5340285,11731425,Goalkeeper
30,52,48,28,85,48,36,60,162,74,4,2,5,60124,5617045,12201687,Defender
33,56,91,34,71,70,30,97,174,82,5,1,5,57863,3369756,13886053,Defender
36,67,88,56,33,42,69,70,197,81,3,3,2,49515,5630256,11807754,Goalkeeper
28,91,94,69,92,52,73,79,183,95,2,3,3,131603,16320967,18597706,Goalkeeper
36,56,97,91,93,27,80,73,189,69,1,5,4,53944,3965047,10476313,Goalkeeper
23,89,57,40,82,61,56,38,195,87,4,3,2,121874,8005668,18879838,Goalkeeper
29,55,47,76,90,96,63,88,186,94,2,2,1,43271,4128770,9916822,Goalkeeper
23,71,55,38,47,88,40,56,181,88,4,5,3,71477,5278631,14391010,Defender
29,50,48,77,65,60,26,88,161,64,4,3,2,42872,5586754,10756322,Attacker
22,53,84,25,47,93,59,32,166,63,4,2,2,40388,4987353,11683083,Defender
27,92,86,23,21,82,16,36,175,74,2,5,2,109485,7382195,17094020,Attacker
